relation	sentence
Product-Producer(e2,e1)	این <e1>دارنده </e1>رکورد ، <e2>هواپیمای </e2>۱۰ سانتی متری خودش را با دست و یک ورقه کاغذ بدون استفاده از قیچی و چسب ساخت .
Entity-Destination(e1,e2)	<e1>مدیر </e1>، کامپیوترها را در <e2>کلاس </e2>ما قرار داده است .
Component-Whole(e2,e1)	کوردگو یک جمع کننده هدفون کوچک و شیکی را توسعه داده است تا مانع از در هم پیچیدن <e2>کابلهای </e2><e1>هدفون </e1>در هنگام حرکت آنها در طول روز شود .
Message-Topic(e1,e2)	شورای مرکزی GAA <e1>سنجه‌های </e1>مربوط به <e2>رویه‌های </e2>انضباطی را منتشر کرد .
Component-Whole(e1,e2)	برنانک در <e1>جلد </e1><e2>مجله‌ای </e2>که روز جمعه در فروشگاه‌ها پخش می شود ، متمایز شده است .
Product-Producer(e2,e1)	هدف او بازگرداندن سطح بالای هنری قبلی <e2>محصولات </e2><e1>کارخانه </e1>بود .
Message-Topic(e1,e2)	<e1>نمایش </e1>حول یک <e2>تم ساحلی </e2>متمرکز است .
Entity-Destination(e1,e2)	<e1>مترو </e1>در حال حاضر به <e2>توقف </e2>در تالار شهر نزدیک می شود .
Product-Producer(e1,e2)	باقی مانده توسط دریک کوک در سال 1964 از <e1>طرح‌های </e1>گسترده‌ای که توسط <e2>آهنگساز </e2>ترک شده بود ، بازسازی شد .
Content-Container(e1,e2)	در ابتدا ، <e1>الیاف </e1>در <e2>صندوق‌های </e2>ایکیا پلاستیکی ذخیره می شد .
Instrument-Agency(e1,e2)	<e2>دانش آموزان </e2>از <e1>فرم‌های </e1>کورئوگرفد فایتینگ ، به منظور درک بیشتر جرم ، دفاع ، فاصله ، واکنش ، سرعت و غیره بهره می گیرند .
Content-Container(e2,e1)	من یک <e1>کیف </e1>که در آن <e2>کاندوم </e2>بود را برداشتم و آنها را بیرون آوردم .
Product-Producer(e2,e1)	مارک کورت 48 ساله ، یک رهبر نظامی با 4 سرباز ، B اسکادران بلوز و دِ رویالز در طول جنگ ، و در حال حاضر <e1>مجسمه ساز </e1>که به تازگی یک <e2>کار </e2>یادبود که سه مرغ دریایی در حال پرواز را نشان می دهد ساخته است ، پس از اتمام خدمت صحبت کرد .
Member-Collection(e2,e1)	یک <e1>کهکشان </e1>از <e2>شخصیت‌های </e2>افسانه‌ای از سالنامه‌های تاریخ غربی در این دنباله دار تحریک کننده به روشنفکران و سازندگان به زندگی می پردازد .
Cause-Effect(e2,e1)	من در مورد <e1>اختلال </e1>که توسط <e2>اعتصاب </e2>کنترل کنندگان هواپیما برزیل ایجاد شده است صحبت می کنم .
Message-Topic(e1,e2)	این یک <e1>سند </e1>رسمی که مالکیت یک وسیله نقلیه موتوری <e2>اثبات </e2>می کند .
Other	در این مورد , <e1>پیروی </e1>کمتری از <e2>اشخاص </e2>دریافت شد .
Component-Whole(e2,e1)	<e1>درمان </e1>شامل <e2>ماسک </e2>آروماتراپی و مرطوب کننده است .
Entity-Origin(e2,e1)	<e1>هسته </e1>بیرونی منبع <e2>میدان </e2>ژئومغناطیسی است .
Content-Container(e1,e2)	<e1>قرصهای </e1>آهن در یک <e2>جعبه </e2>روی زمین قرار داشتند .
Component-Whole(e1,e2)	در نیمه دوم قرن 18 . قرن <e1>بدنه </e1><e2>کشتی </e2>قایقرانی از گالیلون ساخته شده تا تقریبا نهایی شده است .
Other	دادگاه پم <e1>بحث </e1><e2>نیاز </e2>به سرمایه گذاری در مراقبت‌های اولیه به عنوان بخشی از استراتژی بلند مدت را پیش کشید .
Entity-Origin(e1,e2)	اما همه این جهان‌های فریدمن با نظریه‌ای که طبق آن <e1>جهان </e1>بر اثر یک <e2>انفجار </e2>پدید آمده است ، بسیار متفاوت هستند .
Instrument-Agency(e2,e1)	دایانتیکس به طیف گسترده‌ای از <e1>افرادی </e1>که از <e2>دستورالعمل‌های </e2>کتاب استفاده کردند و از این روش برای شاغل کردن خوشان بهره بردند ، اشاره می کند .
Component-Whole(e2,e1)	این بازی رنگارنگ برای جواهرات نور طراحی شده ، این <e1>اسباب‌بازی </e1>رنگارنگ با <e2>حلقه‌های </e2>کوچک تاک ساخته شده است که بین توپ‌های چوبی که با تکه‌های هنری چوبی هماهنگ می شوند ، می‌لغزند .
Other	هدف از این <e1>پژوهش پایان نامه </e1>، بررسی <e2>ساختار اجتماعی </e2>، فرهنگ و جنسیت به عنوان منابع بالقوه تنوع در شدت مجازات توصیه شده برای اقدامات روزمره اشتباه است .
Cause-Effect(e2,e1)	هپاتیت بی یک <e1>عفونت </e1>کبدی تهدید کننده حیات است که توسط <e2>ویروس </e2>هپاتیت بی ایجاد می شود .
Other	هدف از این <e1>پروژه </e1>معرفی <e2>فنآوری‌های </e2>تولید کارآمد محیط زیست است .
Product-Producer(e2,e1)	دادخواست ، <e1>سازنده </e1><e2>برنامه </e2>هایی مانند slideshow برای مای اسپیس و Superwall برای فیس بوک را متهم می کند که اطلاعات رمزگذاری نشده کاربران خود را حتی برای هکرهای غیر حرفه‌ای نیز قابل دستیابی کرده است .
Entity-Origin(e2,e1)	این مرد <e2>کلید‌های </e2><e1>راننده </e1>را تا زمان رسدن پلیس نگه داشت ، در نتیجه مانع از خروج او شد .
Component-Whole(e1,e2)	سه <e1>شومینه </e1>در <e2>کلبه </e2>از سنگ‌های تصادفی با اتصالات سیمانی پیش رفته در جهت بالا و اطراف ساخته شده اند .
Entity-Origin(e1,e2)	یک سرباز <e1>پرتقال هایی </e1>را که از داخل یک <e2>تانک </e2>برداشته بود آورد .
Message-Topic(e2,e1)	این <e1>طرح </e1>با <e2>مثال </e2>زیر نشان داده شده است .
Entity-Destination(e1,e2)	بنابراین ، در طول بهره برداری طولانی مدت یک راکتور با یک خنک کننده سدیم ، <e1>رادیونوکلئید‌ها </e1>به <e2>فولاد </e2>ضد زنگ مهاجرت می کنند تا عمق ۱۰۰ - ۱۱۰ ~ متر .
Content-Container(e2,e1)	قضات انتخاباتی در <e1>صندوق رأی </e1>تعدادی <e2>ورقه رای </e2>پیدا کردند که احتمالا از ان نوعی نبود که متعلق به درون صندوق باشد ؛ آنها آن ورقه‌های رای را کنار گذاشتند .
Message-Topic(e1,e2)	<e1>رمان‌ها </e1>و داستان‌های او اغلب با <e2>کمدی </e2>سیاه ، تقلید ، طنز ، و ذن بودیسم ارتباط دارند .
Instrument-Agency(e2,e1)	<e1>آدم </e1>از <e2>میکروفن </e2>استفاده می کند زمانی که سخنرانی ارئه می دهد .
Component-Whole(e2,e1)	این یک <e1>روزنامه </e1>سبک مجله است که <e2>مقاله‌های </e2>تحقیقاتی کامل در تمام رشته‌های علوم منتشر می کند .
Other	ما یک <e2>شرکت </e2><e1>نفت خام </e1>و پتروشیمی هستیم .
Content-Container(e2,e1)	در ژاپن من توانستم <e1>بطری </e1>حاوی <e2>آب </e2>از طریق راه امن به سنگاپور بیاورم .
Product-Producer(e1,e2)	من همین الان به صف والدین ناامید و فرزندان غمگین پیوستم ، چون یک <e1>مارشمالو </e1><e2>ساز </e2>و تافی سیب ساز خریدم .
Entity-Destination(e1,e2)	<e1>کشتی </e1>در حال ورود به <e2>بندر </e2>است .
Cause-Effect(e1,e2)	به عنوان مثال ، <e1>سرخک </e1>و آبله مرغان موجب بروز <e2>جوش </e2>و علائم دیگر می شوند .
Component-Whole(e1,e2)	یک دارو <e1>پروتئین </e1>را درون یک <e2>سلول </e2>متوقف می کند و دیگری روی سطح سلول هم همین کار را می کند .
Content-Container(e1,e2)	گفت : <e1>بسته </e1>ترتیلای ذرت که داخل یک <e2>جعبه </e2>بود « حاوی گندم » است .
Entity-Origin(e2,e1)	<e2>ماءالشعیر </e2><e1>جو </e1>که در تبت تولید شده است ، از زمانیکه برای اولین بار در ماه می 11،340 جعبه از آن به ایالات متحده فرستاده شد ، به طور فزاینده‌ای در میان آمریکایی‌ها محبوب شده است .
Other	<e1>نوزاد </e1>یک روزه تحت <e2>مراقبت شدید </e2>قرار گرفت .
Message-Topic(e1,e2)	من <e1>نظرات </e1>مایکل هورتین را درمورد این <e2>تصمیم </e2>خواندم و می خواهم مشاهدات بعدی را دنبال کنم .
Entity-Origin(e1,e2)	بیشتر <e1>مقالات </e1>، از <e2>کارگاه‌های </e2>نوشتاری که توسط مجله ادبی تین هوس اداره می شد ، سرچشمه می گرفتند .
Instrument-Agency(e2,e1)	این <e1>چتری </e1>است که سیب زمینی ها را با یک <e2>مداد </e2>پوست می کند و با استفاده از پوست ها یک جوهر صورتی رنگ درست می کند .
Content-Container(e2,e1)	این <e1>قاب </e1>عکس مناسب <e2>عکس‌ها </e2>با اندازه 9 × 13 سانتی متر ، 3.5 اینچ 5 اینچ است .
Content-Container(e1,e2)	این <e1>بند </e1>در <e2>جعبه‌ای </e2>با برچسب روغن گیاهی بود .
Member-Collection(e2,e1)	<e1>انجمن </e1><e2>شهروندان </e2>ارشد در حال حاضر دارای قدرت انتخابات زیادی است .
Other	در یک دهه ، <e1>محله‌ها </e1>در حال <e2>نابودی </e2>هستند .
Component-Whole(e2,e1)	این <e1>کتاب </e1>شامل ده <e2>فصل </e2>است .
Member-Collection(e2,e1)	به طور خاص ، هدف اصلی بمباران در تیگری <e1>شبکه‌ی </e1><e2>بازارهای </e2>روستایی در مناطق تحت کنترل TPLF بود .
Entity-Destination(e1,e2)	<e1>توپ‌ها </e1>از ارتفاع حدود 5 متری درون <e2>گل </e2>افتادند .
Entity-Origin(e2,e1)	در برخی از کشورهای آسیایی ، از جمله چین ، مالزی و فیلیپین ، <e1>لاک پشت‌ها </e1>برای <e2>غذا </e2>تولید می شوند .
Other	و جان توانست با بعضی از افراد دولت ایالات متحده صحبت کند و اطمینان حاصل کند که مطالب محتوی این <e1>یادداشت </e1>، یک <e2>رونوشت </e2>کاملا دقیق از آنچه که رخ داده است ، می باشد .
Other	تجربیات جدید ، <e1>رشته‌های عصبی </e1>را به <e2>معکوس </e2>میکند .
Member-Collection(e2,e1)	ما با استفاده از این دستورالعمل‌ها ، با تمرکز بر نظرات و تجربه <e1>جامعه </e1>جهانی <e2>ناظران </e2>ملی ، ارزیابی کردیم .
Other	این سه نفر ، پنگوئن‌ها و <e1>تعدادی از </e1><e2>شامپانزه‌ها </e2>از هواپیمای جدید ثابت ( استفاده می کنند که به نظر می رسد مانند یک هلیکوپتر ) برای رسیدن به نجات است .
Component-Whole(e2,e1)	<e1>هشدار </e1>یک <e2>سوئیچ </e2>مغناطیسی دارد و با یک باتری 12 ولت عمل می کند .
Cause-Effect(e2,e1)	<e1>پیشرفت </e1>واقعی ناشی از <e2>علم </e2>، مباحثه ، استنتاج ، منطق و استدلال است .
